tax_id	superkingdom	phylum	class	order	family	genus	species
1	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Cryptosphaeria	Cryptosphaeria_sp
2	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Gonatophragmium	Gonatophragmium_sp
3	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Diatrype	Diatrype_sp
4	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Graphidaceae	Chapsa	Chapsa_sp
5	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_sp
6	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS03	unidentified	unidentified	GS03_sp
7	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Saturnispora	Saturnispora_kantuleensis
8	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	Helotiales_sp
9	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	unidentified	unidentified	Eurotiales_sp
10	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unidentified	unidentified	Agaricales_sp
11	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Malotium	Malotium_paludosum
12	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Skeletocutis	Skeletocutis_stellae
13	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma_rugulosum
14	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	unidentified	Ceratobasidiaceae_sp
15	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_ascalaphidarum
16	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	Peltigera	Peltigera_papuana
17	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	unidentified	Pezizaceae_sp
18	Fungi	Chytridiomycota	unidentified	unidentified	unidentified	unidentified	Chytridiomycota_sp
19	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_sp
20	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	Sporothrix_ramosissima
21	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_fissilis
22	Fungi	Ascomycota	Dothideomycetes	unidentified	unidentified	unidentified	Dothideomycetes_sp
23	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	unidentified	Nectriaceae_sp
24	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Hyphodermataceae	Hyphoderma	Hyphoderma_variolosum
25	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Floccularia	Floccularia_luteovirens
26	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia_rubicola
27	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unidentified	Glomeraceae_sp
28	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	Myrmecridium_schulzeri
29	Fungi	Basidiomycota	Tremellomycetes	unidentified	unidentified	unidentified	Tremellomycetes_sp
30	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp
31	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	Schizothecium_sp
32	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Hyphopichia	Hyphopichia_khmerensis
33	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_sp
34	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Melanconidaceae	Melanconiella	Melanconiella_ellisii
35	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_soehneri
36	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellales_fam_Incertae_sedis	Sistotrema	Sistotrema_sp
37	Fungi	Basidiomycota	Tremellomycetes	Tremellales	unidentified	unidentified	Tremellales_sp
38	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pseudoberkleasmiaceae	Pseudoberkleasmium	Pseudoberkleasmium_chiangmaiense
39	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	unidentified	Acaulosporaceae_sp
40	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meripilaceae	Rigidoporus	Rigidoporus_sp
41	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	unidentified	Dipodascaceae_sp
42	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Trichocladium	Trichocladium_pyriforme
43	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora_sp
44	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	Thanatephorus_cucumeris
45	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_sp
46	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_sp
47	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	Gigasporaceae	Gigaspora	Gigaspora_margarita
48	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_tanneri
49	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Ceratosphaeria	Ceratosphaeria_lampadophora
50	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Scytinostroma	Scytinostroma_ochroleucum
51	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	unidentified	unidentified	Paraglomerales_sp
52	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Humicola_hyalothermophila
53	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	unidentified	unidentified	Saccharomycetales_sp
54	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Melanohalea	Melanohalea_gomukhensis
55	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe_sp
56	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Phomopsis	Phomopsis_sp
57	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Letharia	Letharia_sp
58	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Sphaerostilbella	Sphaerostilbella_aureonitens
59	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Scytinopogon	Scytinopogon_sp
60	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Hydeopsis	Hydeopsis_verrucispora
61	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Ossicaulis	Ossicaulis_salomii
62	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_scaurus
63	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Resupinatus	Resupinatus_sp
64	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	unidentified	Capnodiales_sp
65	Fungi	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidium	Olpidium_bornovanus
66	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Dacrymyces	Dacrymyces_stillatus
67	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_battarrae
68	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycopsidaceae	Saccharomycopsis	Saccharomycopsis_synnaedendra
69	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_sp
70	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_kluyveri
71	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	unidentified	Thelephoraceae_sp
72	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	Herpotrichiellaceae_sp
73	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella_sp
74	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Leccinellum	Leccinellum_crocipodium
75	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_giacomi
76	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_cincinnata
77	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_sp
78	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_porcorum
79	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	Pestalotiopsis_vismiae
80	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnum	Lachnum_sp
81	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_tubingensis
82	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Mycoleptodiscus	Mycoleptodiscus_sp
83	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Genea	Genea_sp
84	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucocoprinus	Leucocoprinus_sp
85	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_sp
86	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma_sp
87	Fungi	Ascomycota	Leotiomycetes	unidentified	unidentified	unidentified	Leotiomycetes_sp
88	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Tubeufia	Tubeufia_parvispora
89	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces_sp
90	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea_sp
91	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma_sp
92	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Obolarina	Obolarina_sp
93	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Rostriconidium	Rostriconidium_pandanicola
94	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	Hohenbuehelia_faerberioides
95	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Omphalodium	Omphalodium_pisacomense
96	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Dipodascus	Dipodascus_sp
97	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_clemensii
98	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	Geotrichum_klebahnii
99	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	unidentified	unidentified	Mortierellales_sp
100	Fungi	Ascomycota	Pezizomycetes	Pezizales	unidentified	unidentified	Pezizales_sp
101	Fungi	Basidiomycota	Agaricomycetes	Hysterangiales	Mesophelliaceae	Mesophellia	Mesophellia_clelandii
102	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_sp
103	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_sp
104	Fungi	Zoopagomycota	unidentified	unidentified	unidentified	unidentified	Zoopagomycota_sp
105	Fungi	Basidiomycota	Agaricomycetes	unidentified	unidentified	unidentified	Agaricomycetes_sp
106	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellinus	Phellinus_igniarius
107	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	unidentified	Valsaceae_sp
108	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nemania	Nemania_bipapillata
109	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus_diminutivus
110	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	unidentified	Boletaceae_sp
111	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fomitiporia	Fomitiporia_atlantica
112	Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales	Microstromatales_fam_Incertae_sedis	Jaminaea	Jaminaea_sp
113	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_flavus
114	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma_sp
115	Fungi	Ascomycota	Sordariomycetes	Xylariales	unidentified	unidentified	Xylariales_sp
116	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	Pholiota_squarrosa
117	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	unidentified	Tricholomataceae_sp
118	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Hydnum	Hydnum_rufescens
119	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Ctenomyces	Ctenomyces_sp
120	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	unidentified	Marasmiaceae_sp
121	Fungi	Ascomycota	Leotiomycetes	Helotiales	Chrysodiscaceae	Chrysodisca	Chrysodisca_peziculoides
122	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_kusanoi
123	Fungi	Ascomycota	Laboulbeniomycetes	Pyxidiophorales	Pyxidiophoraceae	Pyxidiophora	Pyxidiophora_arvernensis
124	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota_sp
125	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	unidentified	unidentified	Spizellomycetales_sp
126	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Scytinostroma	Scytinostroma_phaeosarcum
127	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_microcarpum
128	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Cylindroaseptospora	Cylindroaseptospora_leucaenae
129	Fungi	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Pseudohelicomyces	Pseudohelicomyces_aquaticus
130	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Escovopsis	Escovopsis_multiformis
131	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Tubulicium	Tubulicium_bambusicola
132	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Sagenomella	Sagenomella_humicola
133	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_niger
134	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nemania	Nemania_sp
135	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	unidentified	Xylariaceae_sp
136	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Catillariaceae	Solenopsora	Solenopsora_sp
137	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Subulicystidium	Subulicystidium_oberwinkleri
138	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Biscogniauxia	Biscogniauxia_bartholomaei
139	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea_sp
140	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	Scytalidium_lignicola
141	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus_sardous
142	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	Auriscalpium	Auriscalpium_sp
143	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_crassisporus
144	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Cora	Cora_setosa
145	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia_angiospermarum
146	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Hypohelion	Hypohelion_sp
147	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	Oidiodendron_sp
148	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Ijuhya	Ijuhya_sp
149	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Aureoboletus	Aureoboletus_sp
150	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	unidentified	Debaryomycetaceae_sp
151	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	Hypocreales_sp
152	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_sp
153	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	Pleosporales_sp
154	Fungi	Ascomycota	Sordariomycetes	unidentified	unidentified	unidentified	Sordariomycetes_sp
155	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Tetraplosphaeriaceae	Polyplosphaeria	Polyplosphaeria_fusca
156	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Berkleasmium	Berkleasmium_concinnum
157	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	unidentified	Serendipitaceae_sp
158	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_flavus
159	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Auritella	Auritella_robusta
160	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_bombycis
161	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Ophioceras	Ophioceras_aquaticum
162	Fungi	Ascomycota	Lecanoromycetes	Rhizocarpales	Rhizocarpaceae	Rhizocarpon	Rhizocarpon_disporum
163	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	unidentified	Sclerotiniaceae_sp
164	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	unidentified	unidentified	Coniochaetales_sp
165	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pallidoriederi
166	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Nannizziopsiaceae	Paranannizziopsis	Paranannizziopsis_sp
167	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pini
168	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe_sp
169	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	Peltigera	Peltigera_monticola
170	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	Peltigera	Peltigera_sp
171	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe_conica
172	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	unidentified	Hymenochaetaceae_sp
173	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	unidentified	Ophiocordycipitaceae_sp
174	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Rinodina	Rinodina_sp
175	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	Toniniopsis	Toniniopsis_aromatica
176	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Buellia	Buellia_zoharyi
177	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Muscodor	Muscodor_sp
178	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentellopsis	Tomentellopsis_sp
179	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella_acetabulum
180	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Helvellosebacina	Helvellosebacina_sp
181	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces_sp
182	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Coltricia	Coltricia_sp
183	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	Phyllopsora	Phyllopsora_sp
184	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	Neodevriesia	Neodevriesia_cycadicola
185	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriales_fam_Incertae_sedis	Homortomyces	Homortomyces_combreti
186	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Sphaerobolaceae	Sphaerobolus	Sphaerobolus_sp
187	Fungi	Ascomycota	Dothideomycetes	Dothideales	unidentified	unidentified	Dothideales_sp
188	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	unidentified	Russulaceae_sp
189	Fungi	Ascomycota	Sordariomycetes	Phyllachorales	Phyllachoraceae	Phyllachora	Phyllachora_sp
190	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Nakazawaea	Nakazawaea_sp
191	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Terfezia	Terfezia_sp
192	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus_sp
193	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	Lecanicillium_sp
194	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Sphaerophoraceae	Protomicarea	Protomicarea_sp
195	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Septonema	Septonema_sp
196	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_sp
197	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Phaeoclavulina	Phaeoclavulina_sp
198	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	unidentified	unidentified	Sebacinales_sp
199	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Retiboletus	Retiboletus_vinaceipes
200	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_sp
201	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria	Ramaria_sp
202	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomus	Xerocomus_sp
203	Fungi	Ascomycota	Lecanoromycetes	Lecideales	Lecideaceae	Lecidea	Lecidea_cancriformis
204	Fungi	Ascomycota	Lecanoromycetes	Lecideales	Lecideaceae	Lecidea	Lecidea_sp
205	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Porpidiaceae	Porpidia	Porpidia_sp
206	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecidella	Lecidella_stigmatea
207	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Leotia	Leotia_lubrica
208	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella_sp
209	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Suhomyces	Suhomyces_panamericanus
210	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Mycothermus	Mycothermus_thermophilus
211	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	unidentified	Leotiaceae_sp
212	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Hypotrachyna	Hypotrachyna_sp
213	Fungi	Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae	Phaeoisaria	Phaeoisaria_sp
214	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Rinodina	Rinodina_confragosa
215	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	unidentified	unidentified	Sporidiobolales_sp
216	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fomitiporia	Fomitiporia_sp
217	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia_sp
218	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Blackwellomyces	Blackwellomyces_sp
219	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus_oreibatus
220	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Retiboletus	Retiboletus_sp
221	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Pragmopora	Pragmopora_sp
222	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_basiparvispora
223	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Phallus	Phallus_purpurascens
224	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma_chalybeum
225	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Duportella	Duportella_sp
226	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_sp
227	Fungi	Ascomycota	Lecanoromycetes	Pertusariales	Pertusariaceae	Pertusaria	Pertusaria_coccodes
228	Fungi	Ascomycota	Lecanoromycetes	Rhizocarpales	Rhizocarpaceae	Rhizocarpon	Rhizocarpon_lavatum
229	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Volvariella	Volvariella_surrecta
230	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecanora	Lecanora_glabrata
231	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	Aureobasidium_sp
232	Fungi	Monoblepharomycota	Monoblepharidomycetes	Monoblepharidales	unidentified	unidentified	Monoblepharidales_sp
233	Fungi	Ascomycota	Sordariomycetes	Sordariales	unidentified	unidentified	Sordariales_sp
234	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus_intraradices
235	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Nephromataceae	Nephroma	Nephroma_helveticum
236	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	unidentified	Teratosphaeriaceae_sp
237	Fungi	Ascomycota	Lecanoromycetes	Lecideales	Lecideaceae	Bryobilimbia	Bryobilimbia_fissuriseda
238	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	Rozellomycota_sp
239	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	unidentified	Acarosporaceae_sp
240	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	Bilimbia	Bilimbia_sabuletorum
241	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Elaphomycetaceae	Elaphomyces	Elaphomyces_sp
