tax_id	superkingdom	phylum	class	order	family	genus	species
9548	Fungi	Ascomycota	Lecanoromycetes	Trapeliales	Trapeliaceae	Xylographa	Xylographa_difformis
9549	Fungi	Ascomycota	Lecanoromycetes	Sarrameanales	Sarrameanales_fam_Incertae_sedis	Schaereria	Schaereria_fuscocinerea
9550	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladia	Cladia_moniliformis
9551	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Pseudotremella	Pseudotremella_moriformis
9552	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Crinipellis	Crinipellis_cupreostipes
9553	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Tetrapisispora	Tetrapisispora_blattae
9554	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_mucoroides
9555	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe_aquatica
9556	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus_boisseletii
9557	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia_homchantarae
9558	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Passalora	Passalora_nattrassii
9559	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Nigroporus	Nigroporus_vinosus
9560	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_ochroleuca
9561	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_sapinea
9562	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora_eburnea
9563	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe_abbreviata
9564	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Planistromellaceae	Kellermania	Kellermania_micranthae
9565	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus_asiaticus
9566	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_reesei
9567	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	Cyathus	Cyathus_isometricus
9568	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_phyllostachydis
9569	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	Clavispora_lusitaniae
9570	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Bisifusarium	Bisifusarium_dimerum
9571	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporales_fam_Incertae_sedis	Pseudofibroporia	Pseudofibroporia_citrinella
9572	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporales_fam_Incertae_sedis	Theleporus	Theleporus_rimosus
9573	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	Phanerochaete_incarnata
9574	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Tiarosporella	Tiarosporella_tritici
9575	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_cremeo-ochracea
9576	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_cinereopannosa
9577	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Bagliettoa	Bagliettoa_marmorea
9578	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	unidentified	Phanerochaetaceae_sp
9579	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Koerberiaceae	Steinera	Steinera_lebouvieri
9580	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucaria	Verrucaria_baldensis
9581	Fungi	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	Phaeoacremonium_africanum
9582	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_gracillima
9583	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Marchandiomyces	Marchandiomyces_corallinus
9584	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_moniliae
9585	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_versicolor
9586	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	Capronia_acutiseta
9587	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_orientalis
9588	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Terramycetaceae	Terramyces	Terramyces_sp
9589	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea_multimorphosa
9590	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_juniperina
9591	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Ophiognomonia	Ophiognomonia_gardiennetii
9592	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Ophiognomonia	Ophiognomonia_bugabensis
9593	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Gnomoniella	Gnomoniella_microspora
9594	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Calicium	Calicium_viride
9595	Fungi	Ascomycota	Arthoniomycetes	Arthoniales	Roccellaceae	Roccella	Roccella_applanata
9596	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe_thunbergiae
9597	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Phyllactinia	Phyllactinia_actinidiae-latifoliae
9598	Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales	Microstromatales_fam_Incertae_sedis	Sympodiomycopsis	Sympodiomycopsis_sp
9599	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Gerhardtia	Gerhardtia_sinensis
9600	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Sugiyamaella	Sugiyamaella_marilandica
9601	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Moesziomyces	Moesziomyces_aphidis
9602	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Antrodiella	Antrodiella_micra
9603	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago_nunavutica
9604	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago_maydis
9605	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma	Pseudozyma_hubeiensis
9606	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Auxarthron	Auxarthron_filamentosum
9607	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus_flavolateritius
9608	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Gyoerffyella	Gyoerffyella_sp
9609	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Saturnispora	Saturnispora_gosingensis
9610	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Anguillospora	Anguillospora_filiformis
9611	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_chloroides
9612	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Leccinum	Leccinum_versipelle
9613	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Galerina	Galerina_hybrida
9614	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Bonomyces	Bonomyces_sinopicus
9615	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Hyphodermataceae	Hyphoderma	Hyphoderma_mutatum
9616	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis_igarashii
9617	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Crocicreas	Crocicreas_epicalamia
9618	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Amylocystis	Amylocystis_lapponica
9619	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma_flavovelutinum
9620	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae	Phyllosticta	Phyllosticta_styracicola
9621	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Wallrothiella	Wallrothiella_gmelinae
9622	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Dufourea	Dufourea_bonae-spei
9623	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	Microascus_campaniformis
9624	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces_japonicus
9625	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora_scrobiculata
9626	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Hydnophlebia	Hydnophlebia_omnivora
9627	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Nanoscypha	Nanoscypha_tetraspora
9628	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_inflatus
9629	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_brittlebankisoides
9630	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	Laxitextum	Laxitextum_bicolor
9631	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	Microascus_paisii
9632	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Kochiomyces	Kochiomyces_sp
9633	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	Microascus_croci
9634	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	Microascus_trigonosporus
9635	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria_atrofusca
9636	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	Microascus_longirostris
9637	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	Microascus_hyalinus
9638	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	Microascus_micronesiensis
9639	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Thermomyces	Thermomyces_stellatus
9640	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	Microascus_chartarum
9641	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	Gigasporaceae	Gigaspora	Gigaspora_sp
9642	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_hengshanicum
9643	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus_taeniatus
9644	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_compactum
9645	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Harknessiaceae	Harknessia	Harknessia_pilularis
9646	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium_elatum
9647	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	Geastrum_senoretiae
9648	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Terfezia	Terfezia_claveryi
9649	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Crinipellis	Crinipellis_malesiana
9650	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia_dekortorum
9651	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Terfezia	Terfezia_pini
9652	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Terfezia	Terfezia_boudieri
9653	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_badia
9654	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	unidentified	Umbelopsidaceae_sp
9655	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Tricharina	Tricharina_groenlandica
9656	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	Marasmius_griseoroseus_var._diminutus
9657	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_depressa
9658	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cyphellaceae	Henningsomyces	Henningsomyces_puber
9659	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Crinipellis	Crinipellis_mezzanensis
9660	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Crinipellis	Crinipellis_zonata
9661	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_subtabularis
9662	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_neocosmosporiellum
9663	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylella	Dactylella_arnaudii
9664	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Monacrosporium	Monacrosporium_sp
9665	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Coniothyrina	Coniothyrina_agaves
9666	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Terramycetaceae	Terramyces	Terramyces_subangulosum
9667	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Parmotrema	Parmotrema_hypotrypum
9668	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Terramycetaceae	Boothiomyces	Boothiomyces_macroporosum
9669	Fungi	Ascomycota	Arthoniomycetes	Arthoniales	Roccellaceae	Roccella	Roccella_sp
9670	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_huidongense
9671	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_liaotongense
9672	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_taiyuanense
9673	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pileolariaceae	Uromycladium	Uromycladium_robinsonii
9674	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pallidolamellatus
9675	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Ripartites	Ripartites_metrodii
9676	Fungi	Ascomycota	Sordariomycetes	Microascales	Ceratocystidaceae	Ceratocystis	Ceratocystis_diversiconidia
9677	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	Gymnopus_androsaceus
9678	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	Gymnopus_fusipes
9679	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	Acarospora_badiofusca
9680	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniastraceae	Thekopsora	Thekopsora_rubiae
9681	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Gremmeniella	Gremmeniella_balsamea
9682	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Phellodon	Phellodon_atratus
9683	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	Tulostoma_squamosum
9684	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_magnifolia
9685	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	Tulostoma_melanocyclum
9686	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	Tulostoma_grandisporum
9687	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	Tulostoma_winterhoffii
9688	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Kirstenboschia	Kirstenboschia_diospyri
9689	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Kraurogymnocarpa	Kraurogymnocarpa_trochleospora
9690	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	Peltigera	Peltigera_neckeri
9691	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	Peltigera	Peltigera_collina
9692	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	Peltigera	Peltigera_phyllidiosa
9693	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Cora	Cora_celestinoa
9694	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_ilkkae
9695	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe_conicoides
9696	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe_nigrescens
9697	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_stjernegaardii
9698	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_ochraceorivulosa
9699	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera_americana
9700	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_barlowensis
9701	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	Gymnopus_villosipes
9702	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Nakataea	Nakataea_oryzae
9703	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	Nidula	Nidula_niveotomentosa
9704	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_coleopus
9705	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Gyalolechia	Gyalolechia_ehrenbergii
9706	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella_superiorensis
9707	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascales_fam_Incertae_sedis	Sphaeronaemella	Sphaeronaemella_fimicola
9708	Fungi	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Anomoloma	Anomoloma_submyceliosum
9709	Fungi	Ascomycota	Dothideomycetes	Jahnulales	unidentified	unidentified	Jahnulales_sp
9710	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	Pyrenochaeta_unguis-hominis
9711	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Plectania	Plectania_zugazae
9712	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Hyphodermataceae	Hyphoderma	Hyphoderma_multicystidium
9713	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Multifurca	Multifurca_albovelutina
9714	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus_hypomelanus
9715	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Planistromellaceae	Kellermania	Kellermania_anomala
9716	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus_guianensis
9717	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Staurothele	Staurothele_fissa
9718	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygotorulaspora	Zygotorulaspora_mrakii
9719	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_delphensis
9720	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Lobariella	Lobariella_pseudocrenulata
9721	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus_taibaiensis
9722	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Lobariella	Lobariella_auriculata
9723	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Ophiostoma	Ophiostoma_perfectum
9724	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Lophodermium	Lophodermium_illiciicola
9725	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Ophiostoma	Ophiostoma_araucariae
9726	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholomopsis	Tricholomopsis_flavescens
9727	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe_myracrodruonis
9728	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus_longipilus
9729	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus_distantifolius
9730	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Antrodia	Antrodia_carbonica
9731	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Lichenomphalia	Lichenomphalia_umbellifera
9732	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Rhodonia	Rhodonia_sp
9733	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Oudemansiella	Oudemansiella_cubensis
9734	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gautieriaceae	Gautieria	Gautieria_globispora
9735	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Byssocorticiaceae	Byssocorticium	Byssocorticium_pulchrum
9736	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria	Ramaria_vinosimaculans
9737	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria	Ramaria_maculatipes
9738	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Batcheloromyces	Batcheloromyces_sedgefieldii
9739	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Hispidoconidioma	Hispidoconidioma_alpinum
9740	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Neotrimmatostroma	Neotrimmatostroma_excentricum
9741	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Acrodontium	Acrodontium_crateriforme
9742	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Xenoteratosphaeria	Xenoteratosphaeria_jonkershoekensis
9743	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria	Ramaria_rubripermanens
9744	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Buellia	Buellia_subdisciformis
9745	Fungi	Ascomycota	Lecanoromycetes	Trapeliales	Trapeliaceae	Placopsis	Placopsis_rhodophthalma
9746	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Descolea	Descolea_maculata
9747	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Bolbitius	Bolbitius_excoriatus
9748	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus_crystallifer
9749	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus_rubrotinctus
9750	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	Acarospora_terricola
9751	Fungi	Ascomycota	Lecanoromycetes	Umbilicariales	Umbilicariaceae	Umbilicaria	Umbilicaria_phaea
9752	Fungi	Ascomycota	Lecanoromycetes	Umbilicariales	Umbilicariaceae	Umbilicaria	Umbilicaria_umbilicarioides
9753	Fungi	Ascomycota	Lecanoromycetes	Umbilicariales	Umbilicariaceae	Umbilicaria	Umbilicaria_polyrrhiza
9754	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus_appalachiensis
9755	Fungi	Ascomycota	Lecanoromycetes	Umbilicariales	Umbilicariaceae	Umbilicaria	Umbilicaria_dendrophora
9756	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Descolea	Descolea_sp
9757	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Elderia	Elderia_arenivaga
9758	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	Marasmius_mokfaensis
9759	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Pannariaceae	Pannaria	Pannaria_farinosa
9760	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Pilocarpaceae	Fellhanera	Fellhanera_bouteillei
9761	Fungi	Basidiomycota	Agaricomycetes	Hysterangiales	Hysterangiaceae	Hysterangium	Hysterangium_pompholyx
9762	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_acanthosporus
9763	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Paecilomyces	Paecilomyces_purpureus
9764	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Sugitazyma	Sugitazyma_miyagiana
9765	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_cuphomorphus
9766	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_ferrarii
9767	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Podoscyphaceae	Hypochnicium	Hypochnicium_multiforme
9768	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Coscinocladium	Coscinocladium_gaditanum
9769	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Exobasidiaceae	Exobasidium	Exobasidium_miyabei
9770	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Nephromataceae	Nephroma	Nephroma_plumbeum
9771	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Dirinaria	Dirinaria_applanata
9772	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Neophaeosphaeria	Neophaeosphaeria_sp
9773	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	Thelephora_versatilis
9774	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Sticta	Sticta_atlantica
9775	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Sticta	Sticta_carolinensis
9776	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Scleroramularia	Scleroramularia_pomigena
9777	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Remototrachyna	Remototrachyna_dodapetta
9778	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Gomphus	Gomphus_clavatus
